id,storyday,storyevent
7g95fwfh25,10/138,Tailor
7g95fwfh25,19/138,born
7g95fwfh25,21/138,Friends with
7g95fwfh25,19/139,Unemployed
7g95fwfh25,07/140,Florist
7g95fwfh25,08/140,Unemployed
7g95fwfh25,11/140,Florist
7g95fwfh25,08/141,Graduated from Hofn University
7g95fwfh25,08/141,Moved to Blonduos 71
7g95fwfh25,10/141,Barista
7g95fwfh25,12/141,Unemployed
7g95fwfh25,14/141,Barista
7g95fwfh25,15/141,Unemployed
7g95fwfh25,21/141,No longer friends with
7g95fwfh25,24/141,Friends with
7g95fwfh25,02/142,Moved to Blonduos 64 with
7g95fwfh25,24/142,Elementary School Principal
7g95fwfh25,16/151,Friends with
7g95fwfh25,16/151,Caught V1
7g95fwfh25,15/154,Moved to Hofn 52 with
7g95fwfh25,16/154,Florist
7g95fwfh25,08/155,Unemployed
7g95fwfh25,15/155,Florist
7g95fwfh25,08/156,Unemployed
7g95fwfh25,15/156,Hunter
7g95fwfh25,16/157,No longer friends with
7g95fwfh25,17/157,Friends with
7g95fwfh25,24/157,No longer friends with
7g95fwfh25,26/157,Friends with
7g95fwfh25,08/158,Moved to Blonduos 12 with
7g95fwfh25,16/158,Accountant
7g95fwfh25,12/159,No longer friends with
7g95fwfh25,13/159,Friends with
7g95fwfh25,27/160,No longer friends with
7g95fwfh25,28/160,Friends with
7g95fwfh25,23/163,No longer friends with
7g95fwfh25,25/163,Friends with
7g95fwfh25,10/164,No longer friends with
7g95fwfh25,22/164,Friends with
7g95fwfh25,02/167,No longer friends with
7g95fwfh25,19/167,No longer friends with
7g95fwfh25,03/168,No longer friends with
7g95fwfh25,18/168,No longer friends with
7g95fwfh25,26/168,Friends with
7g95fwfh25,09/169,Friends with
7g95fwfh25,19/169,Friends with
7g95fwfh25,11/170,Friends with
7g95fwfh25,15/173,Unemployed
7g95fwfh25,15/173,Hairdresser
7g95fwfh25,10/174,No longer friends with
7g95fwfh25,18/174,Friends with
7g95fwfh25,28/174,Friends with
7g95fwfh25,13/175,Retired
7g95fwfh25,16/178,Friends with
7g95fwfh25,25/179,Friends with
7g95fwfh25,01/180,No longer friends with
7g95fwfh25,02/180,Friends with
7g95fwfh25,04/181,No longer friends with
7g95fwfh25,11/181,Friends with
7g95fwfh25,20/181,Friends with
7g95fwfh25,01/182,No longer friends with
7g95fwfh25,03/182,Friends with
7g95fwfh25,09/182,Friends with
7g95fwfh25,19/185,Friends with
7g95fwfh25,05/189,No longer friends with
7g95fwfh25,07/189,Friends with
7g95fwfh25,08/189,No longer friends with
7g95fwfh25,18/189,No longer friends with
7g95fwfh25,20/189,Friends with
7g95fwfh25,09/190,Friends with
7g95fwfh25,03/191,Friends with
7g95fwfh25,12/192,No longer friends with
7g95fwfh25,14/192,Friends with
7g95fwfh25,07/196,No longer friends with
7g95fwfh25,23/196,Friends with
7g95fwfh25,26/198,Friends with
7g95fwfh25,10/199,Friends with
7g95fwfh25,14/201,Widowed
7g95fwfh25,21/201,Friends with
7g95fwfh25,25/201,Friends with
7g95fwfh25,13/202,Dating
7g95fwfh25,21/202,Engaged
7g95fwfh25,14/203,Married
7g95fwfh25,14/203,Moved to Blonduos 31 with
7g95fwfh25,22/203,Friends with
7g95fwfh25,26/203,No longer friends with
7g95fwfh25,22/204,Friends with
7g95fwfh25,20/205,Friends with
7g95fwfh25,03/206,No longer friends with
7g95fwfh25,09/206,Friends with
7g95fwfh25,10/207,No longer friends with
7g95fwfh25,11/208,Friends with
7g95fwfh25,01/209,No longer friends with
7g95fwfh25,09/209,Friends with
7g95fwfh25,18/209,Died from heart attack
ddngjduvre,07/115,Born in Hofn 21
ddngjduvre,08/115,Moved to Bjurholm 22 with family
ddngjduvre,22/118,Friends with
ddngjduvre,28/118,Friends with
ddngjduvre,16/119,Caught V6
ddngjduvre,15/120,Moved to Hofn 5 with family
ddngjduvre,15/120,Hofn Elementary School
ddngjduvre,28/120,Friends with
ddngjduvre,18/121,Caught V3
ddngjduvre,26/122,Friends with
ddngjduvre,04/123,Friends with
ddngjduvre,08/123,Friends with
ddngjduvre,18/123,Friends with
ddngjduvre,08/124,Moved to Bjurholm 22 with family
ddngjduvre,12/124,Friends with
ddngjduvre,17/124,Caught V2
ddngjduvre,28/124,Friends with
ddngjduvre,08/127,Graduated from Bjurholm Elementary School
ddngjduvre,15/127,Bjurholm High School
ddngjduvre,21/128,Caught V5
ddngjduvre,26/128,Friends with
ddngjduvre,10/130,No longer friends with
ddngjduvre,14/132,Friends with
ddngjduvre,08/133,Graduated from Bjurholm High School
ddngjduvre,10/133,Carpenter
ddngjduvre,15/133,Moved to Hofn 69
ddngjduvre,15/133,University of Hofn
ddngjduvre,10/134,Dating
ddngjduvre,12/134,Carpenter
ddngjduvre,18/134,Left home
ddngjduvre,18/134,Moved to Hofn 86
ddngjduvre,28/134,Engaged
ddngjduvre,05/135,Moved to Hofn 79 with
ddngjduvre,14/135,born
ddngjduvre,18/135,Married
ddngjduvre,08/137,Graduated from Hofn University
ddngjduvre,08/137,Moved to Bjurholm 71
ddngjduvre,12/137,Diary Farmer
ddngjduvre,07/139,No longer friends with
ddngjduvre,01/141,born
ddngjduvre,08/141,Friends with
ddngjduvre,11/143,Light smoker
ddngjduvre,23/145,Nonsmoker
ddngjduvre,16/147,No longer friends with
ddngjduvre,23/147,Unemployed
ddngjduvre,24/147,Diary Farmer
ddngjduvre,17/148,Friends with
ddngjduvre,22/148,Friends with
ddngjduvre,19/151,Caught V1
ddngjduvre,02/153,No longer friends with
ddngjduvre,24/155,Friends with
ddngjduvre,28/158,No longer friends with
ddngjduvre,01/159,Friends with
ddngjduvre,10/161,No longer friends with
ddngjduvre,23/161,Friends with
ddngjduvre,06/162,Friends with
ddngjduvre,18/162,No longer friends with
ddngjduvre,07/163,No longer friends with
ddngjduvre,16/163,Unemployed
ddngjduvre,18/163,Moved to Hayarano 53 with
ddngjduvre,15/164,High School Teacher
ddngjduvre,15/164,Friends with
ddngjduvre,16/164,Friends with
ddngjduvre,16/164,No longer friends with
ddngjduvre,17/164,Friends with
ddngjduvre,03/165,Friends with
ddngjduvre,04/166,Friends with
ddngjduvre,09/166,Friends with
ddngjduvre,01/168,Skin cancer
ddngjduvre,06/168,Skin cancer
ddngjduvre,17/168,Skin cancer
ddngjduvre,18/168,Died from skin cancer
ka3umu8ahq,08/115,Born in Hofn 60
ka3umu8ahq,08/118,Moved to Blonduos 2 with family
ka3umu8ahq,08/119,Friends with
ka3umu8ahq,11/119,Friends with
ka3umu8ahq,16/119,Caught V6
ka3umu8ahq,15/120,Blonduos Elementary School
ka3umu8ahq,10/122,No longer friends with
ka3umu8ahq,13/122,Friends with
ka3umu8ahq,05/124,Friends with
ka3umu8ahq,09/124,Friends with
ka3umu8ahq,13/124,Caught V2
ka3umu8ahq,08/127,Graduated from Blonduos Elementary School
ka3umu8ahq,15/127,Blonduos High School
ka3umu8ahq,25/127,No longer friends with
ka3umu8ahq,05/128,Friends with
ka3umu8ahq,07/128,Friends with
ka3umu8ahq,22/128,Caught V5
ka3umu8ahq,08/131,Dating
ka3umu8ahq,08/133,Graduated from Blonduos High School
ka3umu8ahq,16/133,No longer friends with
ka3umu8ahq,24/133,Pregnant
ka3umu8ahq,26/133,Single
ka3umu8ahq,14/134,Dating
ka3umu8ahq,16/134,born
ka3umu8ahq,26/134,Single
ka3umu8ahq,26/134,No longer friends with
ka3umu8ahq,03/135,Friends with
ka3umu8ahq,15/135,Moving to find work
ka3umu8ahq,15/135,Moved to Helluland 9
ka3umu8ahq,15/135,Wheat Farmer
ka3umu8ahq,28/135,Left home
ka3umu8ahq,28/135,Moved to Helluland 51
ka3umu8ahq,18/136,Friends with
ka3umu8ahq,22/136,Friends with
ka3umu8ahq,09/137,Friends with
ka3umu8ahq,12/137,Dating
ka3umu8ahq,12/137,No longer friends with
ka3umu8ahq,17/137,Engaged
ka3umu8ahq,19/137,Friends with
ka3umu8ahq,20/137,Pregnant
ka3umu8ahq,10/138,Miscarriage
ka3umu8ahq,13/138,Pregnant
ka3umu8ahq,15/138,Married
ka3umu8ahq,15/138,Moved to Helluland 59 with
ka3umu8ahq,26/138,Friends with
ka3umu8ahq,05/139,born
ka3umu8ahq,23/139,Unemployed
ka3umu8ahq,19/140,No longer friends with
ka3umu8ahq,28/140,Pregnant
ka3umu8ahq,21/141,born
ka3umu8ahq,02/142,Friends with
ka3umu8ahq,11/143,Friends with
ka3umu8ahq,01/144,Diary Farmer
ka3umu8ahq,12/144,Friends with
ka3umu8ahq,25/145,No longer friends with
ka3umu8ahq,02/146,No longer friends with
ka3umu8ahq,10/146,No longer friends with
ka3umu8ahq,09/147,Friends with
ka3umu8ahq,21/147,No longer friends with
ka3umu8ahq,24/147,Friends with
ka3umu8ahq,04/148,Friends with
ka3umu8ahq,12/148,Unemployed
ka3umu8ahq,20/149,Friends with
ka3umu8ahq,17/151,Caught V1
ka3umu8ahq,14/152,Diary Farmer
ka3umu8ahq,15/152,Unemployed
ka3umu8ahq,18/152,Diary Farmer
ka3umu8ahq,21/152,Unemployed
ka3umu8ahq,25/152,Friends with
ka3umu8ahq,27/152,Friends with
ka3umu8ahq,15/155,Moved to Hofn 29 with
ka3umu8ahq,08/159,Moved to Helluland 77 with
ka3umu8ahq,08/161,No longer friends with
ka3umu8ahq,17/161,No longer friends with
ka3umu8ahq,28/161,Friends with
ka3umu8ahq,10/162,Friends with
ka3umu8ahq,24/166,Wheat Farmer
ka3umu8ahq,15/168,Unemployed
ka3umu8ahq,18/171,Friends with
ka3umu8ahq,04/174,Friends with
ka3umu8ahq,12/174,No longer friends with
ka3umu8ahq,11/175,Friends with
ka3umu8ahq,21/175,No longer friends with
ka3umu8ahq,27/175,No longer friends with
ka3umu8ahq,04/176,Friends with
ka3umu8ahq,24/176,Friends with
ka3umu8ahq,25/177,No longer friends with
ka3umu8ahq,08/178,Friends with
ka3umu8ahq,25/183,No longer friends with
ka3umu8ahq,03/184,Friends with
ka3umu8ahq,23/188,Friends with
ka3umu8ahq,08/189,Friends with
ka3umu8ahq,24/194,Friends with
ka3umu8ahq,11/196,Widowed
ka3umu8ahq,14/196,Friends with
ka3umu8ahq,15/196,Moved to Hofn 49
ka3umu8ahq,15/196,University of Hofn
ka3umu8ahq,17/196,Dating
ka3umu8ahq,02/197,Engaged
ka3umu8ahq,24/197,Married
ka3umu8ahq,24/198,No longer friends with
ka3umu8ahq,02/199,Friends with
ka3umu8ahq,02/199,Friends with
ka3umu8ahq,08/200,Graduated from Hofn University
ka3umu8ahq,08/200,Moved to Helluland 220
ka3umu8ahq,17/200,Widowed
ka3umu8ahq,23/200,Friends with
ka3umu8ahq,26/200,Dating
ka3umu8ahq,11/201,Single
ka3umu8ahq,11/201,No longer friends with
ka3umu8ahq,15/201,No longer friends with
ka3umu8ahq,14/202,Friends with
ka3umu8ahq,25/202,Friends with
ka3umu8ahq,04/203,Friends with
ka3umu8ahq,14/203,Friends with
ka3umu8ahq,12/206,Friends with
ka3umu8ahq,15/206,Friends with
ka3umu8ahq,17/206,Dating
ka3umu8ahq,18/206,Single
ka3umu8ahq,18/206,No longer friends with
ka3umu8ahq,01/207,Friends with
ka3umu8ahq,06/208,Dating
ka3umu8ahq,13/208,Engaged
ka3umu8ahq,11/209,Married
ka3umu8ahq,19/209,No longer friends with
ka3umu8ahq,27/209,Friends with
ka3umu8ahq,11/211,Widowed
ka3umu8ahq,17/211,Friends with
ka3umu8ahq,20/211,Friends with
ka3umu8ahq,14/212,No longer friends with
ka3umu8ahq,06/217,Friends with
ka3umu8ahq,13/217,Friends with
ka3umu8ahq,12/220,Breast cancer
ka3umu8ahq,21/220,Died from breast cancer
4upfhj3q5b,08/115,Born in Hofn 19
4upfhj3q5b,12/115,Moved to Vardo 49 with family
4upfhj3q5b,10/118,Friends with
4upfhj3q5b,20/118,Friends with
4upfhj3q5b,15/119,Caught V6
4upfhj3q5b,12/120,Friends with
4upfhj3q5b,15/120,Vardo Elementary School
4upfhj3q5b,20/121,Caught V3
4upfhj3q5b,22/121,Died from V3
dly9bgemcm,20/115,Born in Hofn 12
dly9bgemcm,24/118,Friends with
dly9bgemcm,03/119,Friends with
dly9bgemcm,15/119,Friends with
dly9bgemcm,16/119,Caught V6
dly9bgemcm,18/119,Friends with
dly9bgemcm,19/119,Friends with
dly9bgemcm,28/120,Friends with
dly9bgemcm,01/121,Friends with
dly9bgemcm,15/121,Hofn Elementary School
dly9bgemcm,19/121,Caught V3
dly9bgemcm,13/122,Friends with
dly9bgemcm,13/124,Caught V2
dly9bgemcm,08/128,Graduated from Hofn Elementary School
dly9bgemcm,15/128,Hofn High School
dly9bgemcm,22/128,Caught V5
dly9bgemcm,24/130,Dating
dly9bgemcm,01/133,Pregnant
dly9bgemcm,17/133,Miscarriage
dly9bgemcm,07/134,Pregnant
dly9bgemcm,08/134,Single
dly9bgemcm,08/134,Graduated from Hofn High School
dly9bgemcm,10/134,Dating
dly9bgemcm,21/134,Asthma
dly9bgemcm,28/134,Engaged
dly9bgemcm,01/135,born
dly9bgemcm,05/135,Left home
dly9bgemcm,05/135,Moved to Hofn 79
dly9bgemcm,10/135,Severe asthma
dly9bgemcm,18/135,Married
dly9bgemcm,11/136,Asthma
dly9bgemcm,14/136,Pregnant
dly9bgemcm,28/136,Butcher
dly9bgemcm,04/137,No longer friends with
dly9bgemcm,07/137,born
dly9bgemcm,08/137,Moved to Bjurholm 71 with
dly9bgemcm,18/137,Butcher
dly9bgemcm,17/138,Friends with
dly9bgemcm,22/141,Severe asthma
dly9bgemcm,01/142,Asthma
dly9bgemcm,27/142,No longer friends with
dly9bgemcm,06/143,Friends with
dly9bgemcm,24/144,No longer friends with
dly9bgemcm,13/145,Friends with
dly9bgemcm,05/146,No longer friends with
dly9bgemcm,12/146,No longer friends with
dly9bgemcm,16/146,Friends with
dly9bgemcm,24/146,Friends with
dly9bgemcm,06/147,Severe asthma
dly9bgemcm,21/147,Asthma
dly9bgemcm,22/149,Light smoker
dly9bgemcm,19/151,Caught V1
dly9bgemcm,08/153,No longer friends with
dly9bgemcm,20/154,Friends with
dly9bgemcm,18/156,No longer friends with
dly9bgemcm,25/156,Friends with
dly9bgemcm,16/157,No longer friends with
dly9bgemcm,17/157,Friends with
dly9bgemcm,20/157,Severe asthma
dly9bgemcm,21/157,Unemployed
dly9bgemcm,24/157,Butcher
dly9bgemcm,02/158,Asthma
dly9bgemcm,10/158,Nonsmoker
dly9bgemcm,20/158,Unemployed
dly9bgemcm,06/159,Severe asthma
dly9bgemcm,11/159,Asthma
dly9bgemcm,01/161,No longer friends with
dly9bgemcm,15/161,Friends with
dly9bgemcm,18/163,Moving to find work
dly9bgemcm,18/163,Moved to Hayarano 53
dly9bgemcm,02/164,Hairdresser
dly9bgemcm,19/164,Friends with
dly9bgemcm,15/165,Unemployed
dly9bgemcm,16/165,Apple Farmer
dly9bgemcm,21/165,No longer friends with
dly9bgemcm,23/166,Severe asthma
dly9bgemcm,24/166,Asthma
dly9bgemcm,08/167,Friends with
dly9bgemcm,07/168,No longer friends with
dly9bgemcm,13/168,Friends with
dly9bgemcm,15/168,No longer friends with
dly9bgemcm,18/168,Widowed
dly9bgemcm,02/169,Friends with
dly9bgemcm,03/169,No longer friends with
dly9bgemcm,15/169,Moved to Arcadia 71
dly9bgemcm,15/169,University of Arcadia
dly9bgemcm,16/169,Apple Farmer
dly9bgemcm,18/169,Friends with
dly9bgemcm,28/169,No longer friends with
dly9bgemcm,10/170,Friends with
dly9bgemcm,12/170,Friends with
dly9bgemcm,26/170,No longer friends with
dly9bgemcm,02/171,Friends with
dly9bgemcm,28/172,Dating
dly9bgemcm,04/173,Engaged
dly9bgemcm,08/173,Graduated from University of Arcadia
dly9bgemcm,08/173,Moved to Hayarano 110
dly9bgemcm,24/173,Apple Farmer
dly9bgemcm,01/174,Married
dly9bgemcm,23/175,Retired
dly9bgemcm,12/179,No longer friends with
dly9bgemcm,17/179,Friends with
dly9bgemcm,08/183,No longer friends with
dly9bgemcm,22/183,Friends with
dly9bgemcm,09/184,Friends with
dly9bgemcm,15/185,No longer friends with
dly9bgemcm,27/185,Friends with
dly9bgemcm,16/189,Friends with
dly9bgemcm,21/192,Friends with
dly9bgemcm,22/192,No longer friends with
dly9bgemcm,25/196,Friends with
dly9bgemcm,28/196,Liver cancer
dly9bgemcm,17/197,Died from liver cancer
yv7569jq73,04/116,Born in Hofn 40
yv7569jq73,16/119,Friends with
yv7569jq73,18/119,Friends with
yv7569jq73,18/119,Friends with
yv7569jq73,22/119,Caught V6
yv7569jq73,15/120,Friends with
yv7569jq73,27/120,No longer friends with
yv7569jq73,15/121,Hofn Elementary School
yv7569jq73,19/121,Friends with
yv7569jq73,20/121,Friends with
yv7569jq73,28/121,Caught V3
yv7569jq73,05/122,No longer friends with
yv7569jq73,04/123,Friends with
yv7569jq73,07/123,Friends with
yv7569jq73,08/123,Friends with
yv7569jq73,26/123,Friends with
yv7569jq73,05/124,Friends with
yv7569jq73,12/124,Caught V2
yv7569jq73,20/126,Friends with
yv7569jq73,08/128,Graduated from Hofn Elementary School
yv7569jq73,15/128,Hofn High School
yv7569jq73,18/128,Caught V5
yv7569jq73,08/130,Dating
yv7569jq73,06/132,No longer friends with
yv7569jq73,06/133,Friends with
yv7569jq73,08/134,Graduated from Hofn High School
yv7569jq73,12/134,Pig Farmer
yv7569jq73,01/135,Single
yv7569jq73,16/135,Left home
yv7569jq73,16/135,Moved to Helvig 55
yv7569jq73,18/135,born
yv7569jq73,18/135,Dating
yv7569jq73,15/136,Moved to Blonduos 59 with
yv7569jq73,15/136,Pig Farmer
yv7569jq73,17/136,Engaged
yv7569jq73,05/137,Married
yv7569jq73,07/137,born
yv7569jq73,14/137,born
yv7569jq73,24/139,born
yv7569jq73,22/144,Unemployed
yv7569jq73,28/144,Wheat Farmer
yv7569jq73,15/146,Moved to Hofn 44
yv7569jq73,15/146,University of Hofn
yv7569jq73,08/147,Wheat Farmer
yv7569jq73,08/150,Graduated from Hofn University
yv7569jq73,15/151,Caught V1
yv7569jq73,08/156,Friends with
yv7569jq73,04/157,No longer friends with
yv7569jq73,11/157,Friends with
yv7569jq73,09/159,No longer friends with
yv7569jq73,28/159,Friends with
yv7569jq73,18/162,No longer friends with
yv7569jq73,25/162,Friends with
yv7569jq73,06/166,No longer friends with
yv7569jq73,10/166,Friends with
yv7569jq73,13/169,Light smoker
yv7569jq73,26/170,No longer friends with
yv7569jq73,01/171,Friends with
yv7569jq73,14/171,Nonsmoker
yv7569jq73,02/172,No longer friends with
yv7569jq73,12/172,Friends with
yv7569jq73,10/173,Light smoker
yv7569jq73,22/173,Nonsmoker
yv7569jq73,12/174,Friends with
yv7569jq73,27/175,No longer friends with
yv7569jq73,08/176,Friends with
yv7569jq73,12/176,No longer friends with
yv7569jq73,13/176,Retired
yv7569jq73,19/177,Friends with
yv7569jq73,18/178,Friends with
yv7569jq73,19/178,No longer friends with
yv7569jq73,19/179,Friends with
yv7569jq73,19/182,No longer friends with
yv7569jq73,15/183,Friends with
yv7569jq73,20/186,Friends with
yv7569jq73,15/187,Friends with
yv7569jq73,24/189,No longer friends with
yv7569jq73,01/191,Friends with
yv7569jq73,06/191,Friends with
yv7569jq73,27/194,Friends with
yv7569jq73,22/197,Widowed
yv7569jq73,09/198,No longer friends with
yv7569jq73,11/198,Friends with
yv7569jq73,13/198,Friends with
yv7569jq73,26/200,Friends with
yv7569jq73,18/203,Friends with
yv7569jq73,20/203,Friends with
yv7569jq73,24/206,No longer friends with
yv7569jq73,23/207,Friends with
yv7569jq73,23/207,No longer friends with
yv7569jq73,17/210,Friends with
yv7569jq73,13/211,Friends with
yv7569jq73,06/213,No longer friends with
yv7569jq73,17/213,Friends with
yv7569jq73,17/214,Friends with
yv7569jq73,27/214,Dating
yv7569jq73,28/214,Engaged
yv7569jq73,02/215,Friends with
yv7569jq73,23/215,Married
yv7569jq73,21/219,Friends with
yv7569jq73,23/219,Friends with
yv7569jq73,17/221,Friends with
yv7569jq73,24/221,Friends with
yv7569jq73,24/222,No longer friends with
yv7569jq73,25/222,Recovered from testicular cancer
yv7569jq73,01/232,Widowed
yv7569jq73,27/237,Died from stroke
24sklyufrd,06/116,Born in Hofn 45
24sklyufrd,18/116,Moved to Vardo 14 with family
24sklyufrd,20/117,Moved to Shinobi 18 with family
24sklyufrd,23/117,Moved to Takazaki 36 with family
24sklyufrd,15/118,Moved to Arcadia 86 with family
24sklyufrd,16/119,Friends with
24sklyufrd,20/119,Friends with
24sklyufrd,25/119,Friends with
24sklyufrd,01/120,Friends with
24sklyufrd,20/120,Friends with
24sklyufrd,13/121,No longer friends with
24sklyufrd,15/121,Arcadia Elementary School
24sklyufrd,15/121,Caught V3
24sklyufrd,25/121,Caught V6
24sklyufrd,08/122,Moved to Takazaki 46 with family
24sklyufrd,12/122,Friends with
24sklyufrd,15/122,Moved to Arcadia 55 with family
24sklyufrd,03/123,Friends with
24sklyufrd,12/123,Friends with
24sklyufrd,07/124,Caught V2
24sklyufrd,25/124,Friends with
24sklyufrd,07/125,Friends with
24sklyufrd,08/126,Moved to Takazaki 16 with family
24sklyufrd,08/128,Graduated from Takazaki Elementary School
24sklyufrd,15/128,Takazaki High School
24sklyufrd,22/128,Caught V5
24sklyufrd,13/129,Dating
24sklyufrd,08/134,Graduated from Takazaki High School
24sklyufrd,08/134,Pig Farmer
24sklyufrd,24/134,born
24sklyufrd,27/134,No longer friends with
24sklyufrd,03/135,Mother died
24sklyufrd,05/135,Friends with
24sklyufrd,11/135,Single
24sklyufrd,13/135,Left home
24sklyufrd,13/135,Moved to Talu 45
24sklyufrd,15/135,Moved to Colmar 84
24sklyufrd,15/135,University of Colmar
24sklyufrd,19/136,Dating
24sklyufrd,14/137,Moved to Takazaki 58 with
24sklyufrd,05/138,No longer friends with
24sklyufrd,06/138,Engaged
24sklyufrd,15/138,Pig Farmer
24sklyufrd,02/139,Married
24sklyufrd,08/139,Graduated from Takazaki University
24sklyufrd,08/139,Moved to Talu 47
24sklyufrd,15/139,Elementary School Teacher
24sklyufrd,16/139,Friends with
24sklyufrd,10/141,born
24sklyufrd,17/141,No longer friends with
24sklyufrd,23/141,Friends with
24sklyufrd,24/143,Friends with
24sklyufrd,25/144,born
24sklyufrd,11/145,No longer friends with
24sklyufrd,17/145,Friends with
24sklyufrd,23/145,born
24sklyufrd,28/145,No longer friends with
24sklyufrd,08/146,Friends with
24sklyufrd,05/149,Friends with
24sklyufrd,11/149,Friends with
24sklyufrd,15/149,Moved to Colmar 78 with
24sklyufrd,16/149,Elementary School Teacher
24sklyufrd,09/150,Unemployed
24sklyufrd,15/150,Accountant
24sklyufrd,08/151,Unemployed
24sklyufrd,15/151,Literature Professor
24sklyufrd,18/151,Caught V1
24sklyufrd,08/153,Moved to Talu 52 with
24sklyufrd,06/154,Moved to Blonduos 75 with
24sklyufrd,20/155,No longer friends with
24sklyufrd,24/155,Hunter
24sklyufrd,01/156,Friends with
24sklyufrd,17/159,No longer friends with
24sklyufrd,18/159,Friends with
24sklyufrd,05/162,Friends with
24sklyufrd,15/165,Unemployed
24sklyufrd,22/166,Widowed
24sklyufrd,02/167,Friends with
24sklyufrd,08/167,Moving to find work
24sklyufrd,08/167,Moved to Helluland 50
